Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
6,6,7,85.71,1,0,v West Indies,Port of Spain,05-Jul-13,ODI # 3383,Dinesh Karthik,30045
12,12,18,66.66,0,1,v Sri Lanka,Port of Spain,09-Jul-13,ODI # 3387,Dinesh Karthik,30045
23,23,37,62.16,3,0,v Sri Lanka,Port of Spain,11-Jul-13,ODI # 3388,Dinesh Karthik,30045
8*,8,15,53.33,1,0,v Zimbabwe,Harare,24-Jul-13,ODI # 3395,Dinesh Karthik,30045
69,69,74,93.24,6,0,v Zimbabwe,Harare,26-Jul-13,ODI # 3397,Dinesh Karthik,30045
10*,10,19,52.63,1,0,v Zimbabwe,Bulawayo,03-Aug-13,ODI # 3403,Dinesh Karthik,30045
2*,2,2,100,0,0,v Bangladesh,Fatullah,26-Feb-14,ODI # 3474,Dinesh Karthik,30045
4,4,3,133.33,1,0,v Sri Lanka,Fatullah,28-Feb-14,ODI # 3476,Dinesh Karthik,30045
23,23,46,50,1,0,v Pakistan,Dhaka,02-Mar-14,ODI # 3479,Dinesh Karthik,30045
21*,21,27,77.77,3,0,v Afghanistan,Dhaka,05-Mar-14,ODI # 3483,Dinesh Karthik,30045
2,2,19,10.52,0,0,v West Indies,North Sound,02-Jul-17,ODI # 3900,Dinesh Karthik,30045
50*,50,52,96.15,5,0,v West Indies,Kingston,06-Jul-17,ODI # 3902,Dinesh Karthik,30045
37,37,47,78.72,4,0,v New Zealand,Mumbai,22-Oct-17,ODI # 3928,Dinesh Karthik,30045
64*,64,92,69.56,4,0,v New Zealand,Pune,25-Oct-17,ODI # 3931,Dinesh Karthik,30045
4*,4,3,133.33,0,0,v New Zealand,Kanpur,29-Oct-17,ODI # 3932,Dinesh Karthik,30045
0,0,18,0,0,0,v Sri Lanka,Dharamsala,10-Dec-17,ODI # 3939,Dinesh Karthik,30045
26*,26,31,83.87,3,0,v Sri Lanka,Visakhapatnam,17-Dec-17,ODI # 3942,Dinesh Karthik,30045
21,21,22,95.45,3,0,v England,Leeds,17-Jul-18,ODI # 4018,Dinesh Karthik,30045
33,33,38,86.84,3,0,v Hong Kong,Dubai (DSC),18-Sep-18,ODI # 4039,Dinesh Karthik,30045
31*,31,37,83.78,2,1,v Pakistan,Dubai (DSC),19-Sep-18,ODI # 4040,Dinesh Karthik,30045
1*,1,3,33.33,0,0,v Bangladesh,Dubai (DSC),21-Sep-18,ODI # 4042,Dinesh Karthik,30045
44,44,66,66.66,4,0,v Afghanistan,Dubai (DSC),25-Sep-18,ODI # 4046,Dinesh Karthik,30045
37,37,61,60.65,1,1,v Bangladesh,Dubai (DSC),28-Sep-18,ODI # 4048,Dinesh Karthik,30045
12,12,21,57.14,0,0,v Australia,Sydney,12-Jan-19,ODI # 4077,Dinesh Karthik,30045
25*,25,14,178.57,2,0,v Australia,Adelaide,15-Jan-19,ODI # 4078,Dinesh Karthik,30045
38*,38,38,100,5,1,v New Zealand,Mount Maunganui,28-Jan-19,ODI # 4088,Dinesh Karthik,30045
0,0,3,0,0,0,v New Zealand,Hamilton,31-Jan-19,ODI # 4091,Dinesh Karthik,30045
20,20,24,83.33,3,0,v Sri Lanka,Ranchi,16-Nov-14,ODI # 3547,Kedar Jadhav,290716
5,5,13,38.46,1,0,v Zimbabwe,Harare,10-Jul-15,ODI # 3662,Kedar Jadhav,290716
16,16,13,123.07,1,0,v Zimbabwe,Harare,12-Jul-15,ODI # 3665,Kedar Jadhav,290716
105*,105,87,120.68,12,1,v Zimbabwe,Harare,14-Jul-15,ODI # 3667,Kedar Jadhav,290716
10*,10,12,83.33,2,0,v New Zealand,Dharamsala,16-Oct-16,ODI # 3796,Kedar Jadhav,290716
41,41,37,110.81,2,2,v New Zealand,Delhi,20-Oct-16,ODI # 3797,Kedar Jadhav,290716
0,0,1,0,0,0,v New Zealand,Ranchi,26-Oct-16,ODI # 3799,Kedar Jadhav,290716
39*,39,37,105.4,2,1,v New Zealand,Visakhapatnam,29-Oct-16,ODI # 3800,Kedar Jadhav,290716
120,120,76,157.89,12,4,v England,Pune,15-Jan-17,ODI # 3819,Kedar Jadhav,290716
22,22,10,220,3,1,v England,Cuttack,19-Jan-17,ODI # 3821,Kedar Jadhav,290716
90,90,75,120,12,1,v England,Kolkata,22-Jan-17,ODI # 3824,Kedar Jadhav,290716
25*,25,13,192.3,3,1,v Sri Lanka,The Oval,08-Jun-17,ODI # 3882,Kedar Jadhav,290716
9,9,13,69.23,2,0,v Pakistan,The Oval,18-Jun-17,ODI # 3894,Kedar Jadhav,290716
13*,13,6,216.66,2,0,v West Indies,Port of Spain,25-Jun-17,ODI # 3896,Kedar Jadhav,290716
40*,40,26,153.84,4,1,v West Indies,North Sound,30-Jun-17,ODI # 3898,Kedar Jadhav,290716
10,10,14,71.42,0,0,v West Indies,North Sound,02-Jul-17,ODI # 3900,Kedar Jadhav,290716
1,1,3,33.33,0,0,v Sri Lanka,Pallekele,24-Aug-17,ODI # 3906,Kedar Jadhav,290716
0,0,2,0,0,0,v Sri Lanka,Pallekele,27-Aug-17,ODI # 3907,Kedar Jadhav,290716
63,63,73,86.3,7,0,v Sri Lanka,Colombo (RPS),03-Sep-17,ODI # 3909,Kedar Jadhav,290716
40,40,54,74.07,5,0,v Australia,Chennai,17-Sep-17,ODI # 3910,Kedar Jadhav,290716
24,24,24,100,2,1,v Australia,Kolkata,21-Sep-17,ODI # 3912,Kedar Jadhav,290716
2,2,4,50,0,0,v Australia,Indore,24-Sep-17,ODI # 3914,Kedar Jadhav,290716
67,67,69,97.1,7,1,v Australia,Bengaluru,28-Sep-17,ODI # 3917,Kedar Jadhav,290716
5*,5,8,62.5,1,0,v Australia,Nagpur,01-Oct-17,ODI # 3919,Kedar Jadhav,290716
12,12,25,48,1,0,v New Zealand,Mumbai,22-Oct-17,ODI # 3928,Kedar Jadhav,290716
18,18,10,180,1,1,v New Zealand,Kanpur,29-Oct-17,ODI # 3932,Kedar Jadhav,290716
1,1,3,33.33,0,0,v South Africa,Cape Town,07-Feb-18,ODI # 3971,Kedar Jadhav,290716
28*,28,27,103.7,0,1,v Hong Kong,Dubai (DSC),18-Sep-18,ODI # 4039,Kedar Jadhav,290716
19,19,26,73.07,2,0,v Afghanistan,Dubai (DSC),25-Sep-18,ODI # 4046,Kedar Jadhav,290716
23*,23,27,85.18,1,1,v Bangladesh,Dubai (DSC),28-Sep-18,ODI # 4048,Kedar Jadhav,290716
16*,16,7,228.57,3,0,v West Indies,Mumbai (BS),29-Oct-18,ODI # 4063,Kedar Jadhav,290716
61*,61,57,107.01,7,0,v Australia,Melbourne,18-Jan-19,ODI # 4079,Kedar Jadhav,290716
22*,22,10,220,3,1,v New Zealand,Mount Maunganui,26-Jan-19,ODI # 4085,Kedar Jadhav,290716
1,1,7,14.28,0,0,v New Zealand,Hamilton,31-Jan-19,ODI # 4091,Kedar Jadhav,290716
34,34,45,75.55,3,0,v New Zealand,Wellington,03-Feb-19,ODI # 4092,Kedar Jadhav,290716
81*,81,87,93.1,9,1,v Australia,Hyderabad (Deccan),02-Mar-19,ODI # 4102,Kedar Jadhav,290716
11,11,12,91.66,1,0,v Australia,Nagpur,05-Mar-19,ODI # 4106,Kedar Jadhav,290716
26,26,39,66.66,3,0,v Australia,Ranchi,08-Mar-19,ODI # 4109,Kedar Jadhav,290716
10,10,12,83.33,0,0,v Australia,Mohali,10-Mar-19,ODI # 4111,Kedar Jadhav,290716
44,44,57,77.19,4,1,v Australia,Delhi,13-Mar-19,ODI # 4113,Kedar Jadhav,290716
0,0,1,0,0,0,v Bangladesh,Chittagong,23-Dec-04,ODI # 2199,MS Dhoni ,28081
12,12,11,109.09,2,0,v Bangladesh,Dhaka,26-Dec-04,ODI # 2201,MS Dhoni ,28081
7*,7,2,350,0,1,v Bangladesh,Dhaka,27-Dec-04,ODI # 2202,MS Dhoni ,28081
3,3,7,42.85,0,0,v Pakistan,Kochi,02-Apr-05,ODI # 2235,MS Dhoni ,28081
148,148,123,120.32,15,4,v Pakistan,Visakhapatnam,05-Apr-05,ODI # 2236,MS Dhoni ,28081
28,28,24,116.66,5,0,v Pakistan,Jamshedpur,09-Apr-05,ODI # 2237,MS Dhoni ,28081
47,47,64,73.43,4,1,v Pakistan,Ahmedabad,12-Apr-05,ODI # 2238,MS Dhoni ,28081
11,11,16,68.75,1,0,v Pakistan,Kanpur,15-Apr-05,ODI # 2239,MS Dhoni ,28081
24,24,38,63.15,2,0,v Pakistan,Delhi,17-Apr-05,ODI # 2240,MS Dhoni ,28081
2,2,7,28.57,0,0,v Sri Lanka,Dambulla,30-Jul-05,ODI # 2262,MS Dhoni ,28081
15*,15,11,136.36,1,1,v West Indies,Dambulla,31-Jul-05,ODI # 2263,MS Dhoni ,28081
20,20,27,74.07,1,0,v Sri Lanka,Dambulla,03-Aug-05,ODI # 2265,MS Dhoni ,28081
28*,28,13,215.38,1,2,v West Indies,Colombo (RPS),07-Aug-05,ODI # 2267,MS Dhoni ,28081
7,7,11,63.63,0,0,v Sri Lanka,Colombo (RPS),09-Aug-05,ODI # 2268,MS Dhoni ,28081
2,2,5,40,0,0,v New Zealand,Bulawayo,26-Aug-05,ODI # 2273,MS Dhoni ,28081
56,56,46,121.73,2,4,v Zimbabwe,Harare,29-Aug-05,ODI # 2274,MS Dhoni ,28081
37*,37,27,137.03,3,2,v New Zealand,Harare,02-Sep-05,ODI # 2278,MS Dhoni ,28081
67*,67,63,106.34,1,3,v Zimbabwe,Harare,04-Sep-05,ODI # 2280,MS Dhoni ,28081
11,11,16,68.75,1,0,v New Zealand,Harare,06-Sep-05,ODI # 2281,MS Dhoni ,28081
38,38,28,135.71,3,2,v Sri Lanka,Nagpur,25-Oct-05,ODI # 2286,MS Dhoni ,28081
183*,183,145,126.2,15,10,v Sri Lanka,Jaipur,31-Oct-05,ODI # 2290,MS Dhoni ,28081
45*,45,43,104.65,1,2,v Sri Lanka,Pune,03-Nov-05,ODI # 2291,MS Dhoni ,28081
0,0,1,0,0,0,v Sri Lanka,Ahmedabad,06-Nov-05,ODI # 2294,MS Dhoni ,28081
80,80,73,109.58,9,3,v Sri Lanka,Vadodara,12-Nov-05,ODI # 2296,MS Dhoni ,28081
17,17,28,60.71,1,0,v South Africa,Hyderabad (Deccan),16-Nov-05,ODI # 2297,MS Dhoni ,28081
14,14,26,53.84,0,0,v South Africa,Kolkata,25-Nov-05,ODI # 2299,MS Dhoni ,28081
12,12,26,46.15,1,0,v South Africa,Mumbai,28-Nov-05,ODI # 2300,MS Dhoni ,28081
68,68,53,128.3,11,1,v Pakistan,Peshawar,06-Feb-06,ODI # 2324,MS Dhoni ,28081
72*,72,46,156.52,13,0,v Pakistan,Lahore,13-Feb-06,ODI # 2329,MS Dhoni ,28081
2*,2,5,40,0,0,v Pakistan,Multan,16-Feb-06,ODI # 2331,MS Dhoni ,28081
77*,77,56,137.5,6,4,v Pakistan,Karachi,19-Feb-06,ODI # 2333,MS Dhoni ,28081
20,20,28,71.42,2,0,v England,Delhi,28-Mar-06,ODI # 2357,MS Dhoni ,28081
38,38,55,69.09,2,0,v England,Faridabad,31-Mar-06,ODI # 2358,MS Dhoni ,28081
13*,13,6,216.66,1,1,v England,Margao,03-Apr-06,ODI # 2359,MS Dhoni ,28081
10*,10,13,76.92,1,0,v England,Kochi,06-Apr-06,ODI # 2360,MS Dhoni ,28081
96,96,106,90.56,10,3,v England,Jamshedpur,12-Apr-06,ODI # 2361,MS Dhoni ,28081
3,3,10,30,0,0,v Pakistan,Abu Dhabi,18-Apr-06,ODI # 2363,MS Dhoni ,28081
59,59,72,81.94,5,0,v Pakistan,Abu Dhabi,19-Apr-06,ODI # 2364,MS Dhoni ,28081
18,18,11,163.63,2,1,v West Indies,Kingston,18-May-06,ODI # 2377,MS Dhoni ,28081
2,2,7,28.57,0,0,v West Indies,Kingston,20-May-06,ODI # 2379,MS Dhoni ,28081
15,15,26,57.69,1,0,v West Indies,Basseterre,23-May-06,ODI # 2380,MS Dhoni ,28081
46*,46,58,79.31,6,0,v West Indies,Port of Spain,26-May-06,ODI # 2381,MS Dhoni ,28081
14,14,19,73.68,2,0,v West Indies,Port of Spain,28-May-06,ODI # 2382,MS Dhoni ,28081
2,2,10,20,0,0,v West Indies,Kuala Lumpur,14-Sep-06,ODI # 2414,MS Dhoni ,28081
18,18,13,138.46,4,0,v West Indies,Kuala Lumpur,20-Sep-06,ODI # 2419,MS Dhoni ,28081
23,23,34,67.64,0,1,v Australia,Kuala Lumpur,22-Sep-06,ODI # 2421,MS Dhoni ,28081
7,7,22,31.81,0,0,v England,Jaipur,15-Oct-06,ODI # 2429,MS Dhoni ,28081
51,51,65,78.46,1,2,v West Indies,Ahmedabad,26-Oct-06,ODI # 2437,MS Dhoni ,28081
28,28,23,121.73,2,0,v Australia,Mohali,29-Oct-06,ODI # 2440,MS Dhoni ,28081
14,14,27,51.85,3,0,v South Africa,Durban,22-Nov-06,ODI # 2447,MS Dhoni ,28081
55,55,48,114.58,3,4,v South Africa,Cape Town,26-Nov-06,ODI # 2449,MS Dhoni ,28081
26,26,21,123.8,4,1,v South Africa,Port Elizabeth,29-Nov-06,ODI # 2452,MS Dhoni ,28081
44,44,49,89.79,2,2,v South Africa,Centurion,03-Dec-06,ODI # 2458,MS Dhoni ,28081
62*,62,42,147.61,3,4,v West Indies,Nagpur,21-Jan-07,ODI # 2480,MS Dhoni ,28081
6,6,19,31.57,0,0,v West Indies,Cuttack,24-Jan-07,ODI # 2485,MS Dhoni ,28081
40*,40,20,200,1,3,v West Indies,Vadodara,31-Jan-07,ODI # 2493,MS Dhoni ,28081
48,48,68,70.58,1,0,v Sri Lanka,Rajkot,11-Feb-07,ODI # 2520,MS Dhoni ,28081
67*,67,74,90.54,4,0,v Sri Lanka,Margao,14-Feb-07,ODI # 2522,MS Dhoni ,28081
0,0,3,0,0,0,v Bangladesh,Port of Spain,17-Mar-07,ODI # 2538,MS Dhoni ,28081
29,29,25,116,2,1,v Bermuda,Port of Spain,19-Mar-07,ODI # 2542,MS Dhoni ,28081
0,0,1,0,0,0,v Sri Lanka,Port of Spain,23-Mar-07,ODI # 2550,MS Dhoni ,28081
91*,91,106,85.84,7,0,v Bangladesh,Dhaka,10-May-07,ODI # 2582,MS Dhoni ,28081
36,36,54,66.66,4,0,v Bangladesh,Dhaka,12-May-07,ODI # 2583,MS Dhoni ,28081
2,2,4,50,0,0,v Africa XI,Bengaluru,06-Jun-07,ODI # 2587,MS Dhoni ,28081
33,33,38,86.84,2,2,v Africa XI,Chennai,09-Jun-07,ODI # 2588,MS Dhoni ,28081
139*,139,97,143.29,15,5,v Africa XI,Chennai,10-Jun-07,ODI # 2589,MS Dhoni ,28081
0,0,4,0,0,0,v South Africa,Belfast,29-Jun-07,ODI # 2593,MS Dhoni ,28081
14*,14,11,127.27,2,0,v South Africa,Belfast,01-Jul-07,ODI # 2595,MS Dhoni ,28081
19,19,60,31.66,1,0,v England,Southampton,21-Aug-07,ODI # 2611,MS Dhoni ,28081
21,21,18,116.66,3,0,v England,Bristol,24-Aug-07,ODI # 2613,MS Dhoni ,28081
13,13,20,65,0,0,v England,Birmingham,27-Aug-07,ODI # 2616,MS Dhoni ,28081
13,13,18,72.22,1,0,v England,Manchester,30-Aug-07,ODI # 2617,MS Dhoni ,28081
24,24,17,141.17,3,0,v England,Leeds,02-Sep-07,ODI # 2618,MS Dhoni ,28081
35,35,37,94.59,3,0,v England,The Oval,05-Sep-07,ODI # 2619,MS Dhoni ,28081
50,50,72,69.44,4,1,v England,Lord's,08-Sep-07,ODI # 2620,MS Dhoni ,28081
58,58,88,65.9,2,2,v Australia,Kochi,02-Oct-07,ODI # 2623,MS Dhoni ,28081
33,33,37,89.18,4,0,v Australia,Hyderabad (Deccan),05-Oct-07,ODI # 2625,MS Dhoni ,28081
50*,50,35,142.85,5,1,v Australia,Chandigarh,08-Oct-07,ODI # 2627,MS Dhoni ,28081
4,4,7,57.14,1,0,v Australia,Vadodara,11-Oct-07,ODI # 2629,MS Dhoni ,28081
26,26,29,89.65,2,1,v Australia,Nagpur,14-Oct-07,ODI # 2631,MS Dhoni ,28081
5,5,11,45.45,1,0,v Australia,Mumbai,17-Oct-07,ODI # 2632,MS Dhoni ,28081
63,63,77,81.81,8,0,v Pakistan,Guwahati,05-Nov-07,ODI # 2643,MS Dhoni ,28081
4,4,10,40,0,0,v Pakistan,Mohali,08-Nov-07,ODI # 2644,MS Dhoni ,28081
49,49,52,94.23,4,2,v Pakistan,Kanpur,11-Nov-07,ODI # 2645,MS Dhoni ,28081
45*,45,45,100,3,1,v Pakistan,Gwalior,15-Nov-07,ODI # 2646,MS Dhoni ,28081
24,24,32,75,1,0,v Pakistan,Jaipur,18-Nov-07,ODI # 2647,MS Dhoni ,28081
37,37,61,60.65,1,0,v Australia,Brisbane,03-Feb-08,ODI # 2670,MS Dhoni ,28081
88*,88,95,92.63,5,1,v Sri Lanka,Brisbane,05-Feb-08,ODI # 2672,MS Dhoni ,28081
17*,17,54,31.48,0,0,v Australia,Melbourne,10-Feb-08,ODI # 2675,MS Dhoni ,28081
31,31,26,119.23,3,0,v Sri Lanka,Canberra,12-Feb-08,ODI # 2676,MS Dhoni ,28081
37,37,50,74,1,0,v Australia,Adelaide,17-Feb-08,ODI # 2680,MS Dhoni ,28081
50*,50,68,73.52,0,0,v Sri Lanka,Adelaide,19-Feb-08,ODI # 2681,MS Dhoni ,28081
36,36,66,54.54,4,0,v Australia,Sydney,24-Feb-08,ODI # 2685,MS Dhoni ,28081
15*,15,12,125,3,0,v Australia,Sydney,02-Mar-08,ODI # 2688,MS Dhoni ,28081
36,36,37,97.29,2,1,v Australia,Brisbane,04-Mar-08,ODI # 2689,MS Dhoni ,28081
24,24,23,104.34,5,0,v Pakistan,Dhaka,10-Jun-08,ODI # 2705,MS Dhoni ,28081
64,64,59,108.47,3,2,v Pakistan,Dhaka,14-Jun-08,ODI # 2707,MS Dhoni ,28081
109*,109,96,113.54,6,6,v Hong Kong,Karachi,25-Jun-08,ODI # 2716,MS Dhoni ,28081
26*,26,30,86.66,0,1,v Pakistan,Karachi,26-Jun-08,ODI # 2717,MS Dhoni ,28081
76,76,96,79.16,4,0,v Pakistan,Karachi,02-Jul-08,ODI # 2730,MS Dhoni ,28081
67,67,62,108.06,5,1,v Sri Lanka,Karachi,03-Jul-08,ODI # 2732,MS Dhoni ,28081
49,49,74,66.21,4,0,v Sri Lanka,Karachi,06-Jul-08,ODI # 2735,MS Dhoni ,28081
6,6,28,21.42,0,0,v Sri Lanka,Dambulla,18-Aug-08,ODI # 2742,MS Dhoni ,28081
39,39,54,72.22,3,0,v Sri Lanka,Dambulla,20-Aug-08,ODI # 2745,MS Dhoni ,28081
76,76,80,95,8,0,v Sri Lanka,Colombo (RPS),24-Aug-08,ODI # 2750,MS Dhoni ,28081
71,71,80,88.75,4,0,v Sri Lanka,Colombo (RPS),27-Aug-08,ODI # 2755,MS Dhoni ,28081
1,1,7,14.28,0,0,v Sri Lanka,Colombo (RPS),29-Aug-08,ODI # 2756,MS Dhoni ,28081
39,39,32,121.87,3,1,v England,Rajkot,14-Nov-08,ODI # 2774,MS Dhoni ,28081
15,15,26,57.69,1,0,v England,Indore,17-Nov-08,ODI # 2777,MS Dhoni ,28081
29*,29,51,56.86,4,0,v England,Kanpur,20-Nov-08,ODI # 2778,MS Dhoni ,28081
9,9,5,180,0,1,v England,Bengaluru,23-Nov-08,ODI # 2781,MS Dhoni ,28081
50,50,61,81.96,5,0,v England,Cuttack,26-Nov-08,ODI # 2783,MS Dhoni ,28081
61*,61,65,93.84,5,0,v Sri Lanka,Dambulla,28-Jan-09,ODI # 2806,MS Dhoni ,28081
23,23,35,65.71,0,0,v Sri Lanka,Colombo (RPS),31-Jan-09,ODI # 2810,MS Dhoni ,28081
35*,35,45,77.77,1,0,v Sri Lanka,Colombo (RPS),03-Feb-09,ODI # 2813,MS Dhoni ,28081
94,94,96,97.91,4,2,v Sri Lanka,Colombo (RPS),05-Feb-09,ODI # 2815,MS Dhoni ,28081
53,53,58,91.37,1,2,v Sri Lanka,Colombo (RPS),08-Feb-09,ODI # 2818,MS Dhoni ,28081
84*,84,89,94.38,6,0,v New Zealand,Napier,03-Mar-09,ODI # 2821,MS Dhoni ,28081
23*,23,19,121.05,2,0,v New Zealand,Wellington,06-Mar-09,ODI # 2822,MS Dhoni ,28081
68,68,58,117.24,5,2,v New Zealand,Christchurch,08-Mar-09,ODI # 2823,MS Dhoni ,28081
9,9,21,42.85,1,0,v New Zealand,Auckland,14-Mar-09,ODI # 2825,MS Dhoni ,28081
41,41,46,89.13,2,1,v West Indies,Kingston,26-Jun-09,ODI # 2852,MS Dhoni ,28081
95,95,130,73.07,6,2,v West Indies,Kingston,28-Jun-09,ODI # 2853,MS Dhoni ,28081
46*,46,34,135.29,2,1,v West Indies,Gros Islet,03-Jul-09,ODI # 2854,MS Dhoni ,28081
35*,35,65,53.84,4,0,v New Zealand,Colombo (RPS),11-Sep-09,ODI # 2886,MS Dhoni ,28081
8,8,18,44.44,0,0,v Sri Lanka,Colombo (RPS),12-Sep-09,ODI # 2887,MS Dhoni ,28081
56,56,62,90.32,3,0,v Sri Lanka,Colombo (RPS),14-Sep-09,ODI # 2889,MS Dhoni ,28081
3,3,9,33.33,0,0,v Pakistan,Centurion,26-Sep-09,ODI # 2898,MS Dhoni ,28081
34,34,46,73.91,4,0,v Australia,Vadodara,25-Oct-09,ODI # 2913,MS Dhoni ,28081
124,124,107,115.88,9,3,v Australia,Nagpur,28-Oct-09,ODI # 2915,MS Dhoni ,28081
71*,71,95,74.73,6,0,v Australia,Delhi,31-Oct-09,ODI # 2918,MS Dhoni ,28081
26,26,46,56.52,2,0,v Australia,Mohali,02-Nov-09,ODI # 2919,MS Dhoni ,28081
6,6,15,40,0,0,v Australia,Hyderabad (Deccan),05-Nov-09,ODI # 2923,MS Dhoni ,28081
24,24,77,31.16,1,0,v Australia,Guwahati,08-Nov-09,ODI # 2925,MS Dhoni ,28081
72,72,53,135.84,7,3,v Sri Lanka,Rajkot,15-Dec-09,ODI # 2932,MS Dhoni ,28081
107,107,111,96.39,8,2,v Sri Lanka,Nagpur,18-Dec-09,ODI # 2933,MS Dhoni ,28081
37,37,70,52.85,3,0,v Sri Lanka,Dhaka,05-Jan-10,ODI # 2938,MS Dhoni ,28081
101*,101,107,94.39,9,0,v Bangladesh,Dhaka,07-Jan-10,ODI # 2939,MS Dhoni ,28081
32,32,35,91.42,3,0,v Bangladesh,Dhaka,11-Jan-10,ODI # 2942,MS Dhoni ,28081
14,14,19,73.68,3,0,v Sri Lanka,Dhaka,13-Jan-10,ODI # 2943,MS Dhoni ,28081
26,26,29,89.65,2,0,v South Africa,Jaipur,21-Feb-10,ODI # 2961,MS Dhoni ,28081
68*,68,35,194.28,7,4,v South Africa,Gwalior,24-Feb-10,ODI # 2962,MS Dhoni ,28081
9,9,7,128.57,0,1,v South Africa,Ahmedabad,27-Feb-10,ODI # 2963,MS Dhoni ,28081
38*,38,45,84.44,3,1,v Bangladesh,Dambulla,16-Jun-10,ODI # 2993,MS Dhoni ,28081
56,56,71,78.87,2,1,v Pakistan,Dambulla,19-Jun-10,ODI # 2996,MS Dhoni ,28081
41,41,53,77.35,6,0,v Sri Lanka,Dambulla,22-Jun-10,ODI # 2999,MS Dhoni ,28081
38,38,50,76,2,1,v Sri Lanka,Dambulla,24-Jun-10,ODI # 3001,MS Dhoni ,28081
2,2,9,22.22,0,0,v New Zealand,Dambulla,10-Aug-10,ODI # 3030,MS Dhoni ,28081
23*,23,38,60.52,2,0,v Sri Lanka,Dambulla,16-Aug-10,ODI # 3032,MS Dhoni ,28081
10,10,16,62.5,2,0,v Sri Lanka,Dambulla,22-Aug-10,ODI # 3038,MS Dhoni ,28081
38,38,75,50.66,3,0,v New Zealand,Dambulla,25-Aug-10,ODI # 3039,MS Dhoni ,28081
67,67,100,67,5,1,v Sri Lanka,Dambulla,28-Aug-10,ODI # 3040,MS Dhoni ,28081
0,0,1,0,0,0,v Australia,Visakhapatnam,20-Oct-10,ODI # 3060,MS Dhoni ,28081
25,25,35,71.42,1,0,v South Africa,Durban,12-Jan-11,ODI # 3079,MS Dhoni ,28081
38,38,61,62.29,1,0,v South Africa,Johannesburg,15-Jan-11,ODI # 3080,MS Dhoni ,28081
5,5,12,41.66,1,0,v South Africa,Cape Town,18-Jan-11,ODI # 3082,MS Dhoni ,28081
2,2,8,25,0,0,v South Africa,Port Elizabeth,21-Jan-11,ODI # 3084,MS Dhoni ,28081
5,5,10,50,1,0,v South Africa,Centurion,23-Jan-11,ODI # 3087,MS Dhoni ,28081
31,31,25,124,3,1,v England,Bengaluru,27-Feb-11,ODI # 3110,MS Dhoni ,28081
34,34,50,68,2,0,v Ireland,Bengaluru,06-Mar-11,ODI # 3121,MS Dhoni ,28081
19*,19,40,47.5,2,0,v Netherlands,Delhi,09-Mar-11,ODI # 3124,MS Dhoni ,28081
12*,12,21,57.14,0,0,v South Africa,Nagpur,12-Mar-11,ODI # 3128,MS Dhoni ,28081
22,22,30,73.33,1,0,v West Indies,Chennai,20-Mar-11,ODI # 3141,MS Dhoni ,28081
7,7,8,87.5,1,0,v Australia,Ahmedabad,24-Mar-11,ODI # 3143,MS Dhoni ,28081
25,25,42,59.52,2,0,v Pakistan,Mohali,30-Mar-11,ODI # 3147,MS Dhoni ,28081
91*,91,79,115.18,8,2,v Sri Lanka,Mumbai,02-Apr-11,ODI # 3148,MS Dhoni ,28081
33,33,36,91.66,2,0,v England,Chester-le-Street,03-Sep-11,ODI # 3186,MS Dhoni ,28081
6,6,5,120,1,0,v England,Southampton,06-Sep-11,ODI # 3187,MS Dhoni ,28081
69,69,103,66.99,5,0,v England,The Oval,09-Sep-11,ODI # 3189,MS Dhoni ,28081
78*,78,71,109.85,6,3,v England,Lord's,11-Sep-11,ODI # 3191,MS Dhoni ,28081
50*,50,26,192.3,5,2,v England,Cardiff,16-Sep-11,ODI # 3195,MS Dhoni ,28081
87*,87,70,124.28,10,1,v England,Hyderabad (Deccan),14-Oct-11,ODI # 3199,MS Dhoni ,28081
35*,35,31,112.9,3,0,v England,Mohali,20-Oct-11,ODI # 3205,MS Dhoni ,28081
15*,15,18,83.33,1,1,v England,Mumbai,23-Oct-11,ODI # 3207,MS Dhoni ,28081
75*,75,69,108.69,3,4,v England,Kolkata,25-Oct-11,ODI # 3210,MS Dhoni ,28081
29,29,38,76.31,1,0,v Australia,Melbourne,05-Feb-12,ODI # 3231,MS Dhoni ,28081
4,4,5,80,1,0,v Sri Lanka,Perth,08-Feb-12,ODI # 3233,MS Dhoni ,28081
44*,44,58,75.86,0,1,v Australia,Adelaide,12-Feb-12,ODI # 3237,MS Dhoni ,28081
58*,58,69,84.05,3,1,v Sri Lanka,Adelaide,14-Feb-12,ODI # 3239,MS Dhoni ,28081
56,56,84,66.66,2,1,v Australia,Brisbane,19-Feb-12,ODI # 3244,MS Dhoni ,28081
14,14,49,28.57,0,0,v Australia,Sydney,26-Feb-12,ODI # 3250,MS Dhoni ,28081
46*,46,26,176.92,6,1,v Sri Lanka,Dhaka,13-Mar-12,ODI # 3259,MS Dhoni ,28081
21*,21,11,190.9,2,0,v Bangladesh,Dhaka,16-Mar-12,ODI # 3261,MS Dhoni ,28081
4*,4,1,400,1,0,v Pakistan,Dhaka,18-Mar-12,ODI # 3263,MS Dhoni ,28081
35,35,29,120.68,3,1,v Sri Lanka,Hambantota,21-Jul-12,ODI # 3291,MS Dhoni ,28081
11,11,16,68.75,2,0,v Sri Lanka,Hambantota,24-Jul-12,ODI # 3292,MS Dhoni ,28081
