Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
0*,0,8,0,0,0,v India,Dhaka,10-Jan-10,ODI # 2941,Oshane Thomas,49619
0*,0,0,-,0,0,v England,The Oval,28-Jun-11,ODI # 3165,Oshane Thomas,49619
1*,1,3,33.33,0,0,v England,Nottingham,06-Jul-11,ODI # 3169,Oshane Thomas,49619
0*,0,2,0,0,0,v Australia,Pallekele,10-Aug-11,ODI # 3175,Oshane Thomas,49619
0,0,2,0,0,0,v Pakistan,Dubai (DSC),11-Nov-11,ODI # 3212,Oshane Thomas,49619
0*,0,0,-,0,0,v India,Dhaka,13-Mar-12,ODI # 3259,Oshane Thomas,49619
0,0,4,0,0,0,v Pakistan,Dhaka,15-Mar-12,ODI # 3260,Oshane Thomas,49619
0,0,1,0,0,0,v Bangladesh,Dhaka,20-Mar-12,ODI # 3265,Oshane Thomas,49619
1,1,5,20,0,0,v India,Port of Spain,11-Jul-13,ODI # 3388,Oshane Thomas,49619
1*,1,1,100,0,0,v Pakistan,Sharjah,18-Dec-13,ODI # 3445,Oshane Thomas,49619
2*,2,11,18.18,0,0,v Pakistan,Abu Dhabi,25-Dec-13,ODI # 3448,Oshane Thomas,49619
4*,4,5,80,0,0,v England,The Oval,22-May-14,ODI # 3492,Oshane Thomas,49619
0,0,3,0,0,0,v New Zealand,Dunedin,23-Jan-15,ODI # 3588,Oshane Thomas,49619
3,3,5,60,0,0,v New Zealand,Dunedin,25-Jan-15,ODI # 3590,Oshane Thomas,49619
7*,7,17,41.17,0,0,v New Zealand,Christchurch,14-Feb-15,ODI # 3599,Oshane Thomas,49619
1*,1,3,33.33,0,0,v Pakistan,Colombo (RPS),22-Jul-15,ODI # 3671,Oshane Thomas,49619
1*,1,4,25,0,0,v West Indies,Colombo (RPS),01-Nov-15,ODI # 3701,Oshane Thomas,49619
8,8,9,88.88,0,0,v New Zealand,Christchurch,26-Dec-15,ODI # 3714,Oshane Thomas,49619
7,7,8,87.5,0,0,v England,Nottingham,21-Jun-16,ODI # 3751,Oshane Thomas,49619
3*,3,4,75,0,0,v England,Bristol,26-Jun-16,ODI # 3755,Oshane Thomas,49619
10,10,23,43.47,1,0,v England,Cardiff,02-Jul-16,ODI # 3758,Oshane Thomas,49619
0,0,1,0,0,0,v Australia,Pallekele,04-Sep-16,ODI # 3776,Oshane Thomas,49619
0,0,1,0,0,0,v West Indies,Harare,16-Nov-16,ODI # 3805,Oshane Thomas,49619
3,3,12,25,0,0,v South Africa,Port Elizabeth,28-Jan-17,ODI # 3828,Oshane Thomas,49619
2*,2,5,40,0,0,v South Africa,Durban,01-Feb-17,ODI # 3830,Oshane Thomas,49619
0,0,6,0,0,0,v South Africa,Johannesburg,04-Feb-17,ODI # 3831,Oshane Thomas,49619
20*,20,28,71.42,1,1,v South Africa,Centurion,10-Feb-17,ODI # 3834,Oshane Thomas,49619
8,8,9,88.88,1,0,v Bangladesh,Dambulla,25-Mar-17,ODI # 3855,Oshane Thomas,49619
0,0,1,0,0,0,v Bangladesh,Dambulla,28-Mar-17,ODI # 3856,Oshane Thomas,49619
2*,2,1,200,0,0,v Bangladesh,Colombo (SSC),01-Apr-17,ODI # 3858,Oshane Thomas,49619
0,0,3,0,0,0,v South Africa,The Oval,03-Jun-17,ODI # 3877,Oshane Thomas,49619
26,26,34,76.47,3,0,v Pakistan,Cardiff,12-Jun-17,ODI # 3888,Oshane Thomas,49619
7*,7,9,77.77,1,0,v Pakistan,Dubai (DSC),13-Oct-17,ODI # 3922,Oshane Thomas,49619
1,1,2,50,0,0,v Pakistan,Abu Dhabi,16-Oct-17,ODI # 3924,Oshane Thomas,49619
23*,23,30,76.66,3,0,v Pakistan,Sharjah,20-Oct-17,ODI # 3927,Oshane Thomas,49619
11*,11,22,50,0,0,v India,Mohali,13-Dec-17,ODI # 3941,Oshane Thomas,49619
1,1,2,50,0,0,v India,Visakhapatnam,17-Dec-17,ODI # 3942,Oshane Thomas,49619
5*,5,9,55.55,0,0,v Zimbabwe,Dhaka,17-Jan-18,ODI # 3955,Oshane Thomas,49619
1,1,6,16.66,0,0,v Bangladesh,Dhaka,19-Jan-18,ODI # 3959,Oshane Thomas,49619
2,2,4,50,0,0,v Bangladesh,Dhaka,27-Jan-18,ODI # 3967,Oshane Thomas,49619
5,5,16,31.25,1,0,v South Africa,Dambulla,29-Jul-18,ODI # 4025,Oshane Thomas,49619
7,7,8,87.5,1,0,v South Africa,Dambulla,01-Aug-18,ODI # 4027,Oshane Thomas,49619
12,12,15,80,1,0,v South Africa,Pallekele,05-Aug-18,ODI # 4029,Oshane Thomas,49619
20,20,25,80,1,1,v Bangladesh,Dubai (DSC),15-Sep-18,ODI # 4036,Oshane Thomas,49619
0,0,2,0,0,0,v India,Thiruvananthapuram,01-Nov-18,ODI # 4064,Oshane Thomas,914567
0*,0,2,0,0,0,v Bangladesh,Dhaka,09-Dec-18,ODI # 4071,Oshane Thomas,914567
0,0,1,0,0,0,v England,St George's,27-Feb-19,ODI # 4099,Oshane Thomas,914567
3,3,7,42.85,0,0,v Ireland,Mohali,11-Mar-11,ODI # 3126,Andre Russell,276298
49,49,46,106.52,2,3,v England,Chennai,17-Mar-11,ODI # 3135,Andre Russell,276298
0,0,5,0,0,0,v India,Chennai,20-Mar-11,ODI # 3141,Andre Russell,276298
3,3,9,33.33,0,0,v Pakistan,Bridgetown,28-Apr-11,ODI # 3154,Andre Russell,276298
92*,92,64,143.75,8,5,v India,North Sound,11-Jun-11,ODI # 3161,Andre Russell,276298
25,25,14,178.57,3,1,v India,North Sound,13-Jun-11,ODI # 3162,Andre Russell,276298
7*,7,3,233.33,1,0,v Bangladesh,Dhaka,13-Oct-11,ODI # 3198,Andre Russell,276298
2,2,5,40,0,0,v Bangladesh,Chattogram,18-Oct-11,ODI # 3202,Andre Russell,276298
22,22,20,110,2,1,v India,Cuttack,29-Nov-11,ODI # 3217,Andre Russell,276298
11,11,13,84.61,2,0,v India,Visakhapatnam,02-Dec-11,ODI # 3219,Andre Russell,276298
40*,40,18,222.22,4,2,v India,Ahmedabad,05-Dec-11,ODI # 3221,Andre Russell,276298
29,29,24,120.83,1,3,v India,Indore,08-Dec-11,ODI # 3223,Andre Russell,276298
53,53,42,126.19,5,3,v India,Chennai,11-Dec-11,ODI # 3224,Andre Russell,276298
1,1,4,25,0,0,v Australia,Kingstown,16-Mar-12,ODI # 3262,Andre Russell,276298
37,37,42,88.09,3,1,v Australia,Kingstown,20-Mar-12,ODI # 3266,Andre Russell,276298
34,34,32,106.25,4,0,v Australia,Gros Islet,23-Mar-12,ODI # 3268,Andre Russell,276298
41,41,33,124.24,6,0,v Australia,Gros Islet,25-Mar-12,ODI # 3269,Andre Russell,276298
7,7,13,53.84,1,0,v England,Southampton,16-Jun-12,ODI # 3276,Andre Russell,276298
42*,42,24,175,3,4,v New Zealand,Basseterre,11-Jul-12,ODI # 3288,Andre Russell,276298
29,29,16,181.25,2,2,v New Zealand,Basseterre,14-Jul-12,ODI # 3289,Andre Russell,276298
59*,59,40,147.5,6,3,v New Zealand,Basseterre,16-Jul-12,ODI # 3290,Andre Russell,276298
0,0,3,0,0,0,v Bangladesh,Khulna,30-Nov-12,ODI # 3309,Andre Russell,276298
9,9,15,60,1,0,v Bangladesh,Khulna,02-Dec-12,ODI # 3310,Andre Russell,276298
0,0,4,0,0,0,v Bangladesh,Dhaka,08-Dec-12,ODI # 3313,Andre Russell,276298
43,43,31,138.7,6,1,v Australia,Canberra,06-Feb-13,ODI # 3332,Andre Russell,276298
18,18,17,105.88,1,1,v Australia,Sydney,08-Feb-13,ODI # 3333,Andre Russell,276298
4,4,9,44.44,0,0,v Zimbabwe,St George's,22-Feb-13,ODI # 3337,Andre Russell,276298
6*,6,3,200,1,0,v New Zealand,Hamilton,08-Jan-14,ODI # 3453,Andre Russell,276298
1,1,2,50,0,0,v India,Kochi,08-Oct-14,ODI # 3531,Andre Russell,276298
4,4,6,66.66,0,0,v India,Delhi,11-Oct-14,ODI # 3533,Andre Russell,276298
46,46,23,200,6,3,v India,Dharamsala,17-Oct-14,ODI # 3535,Andre Russell,276298
19,19,8,237.5,1,2,v South Africa,Durban,16-Jan-15,ODI # 3579,Andre Russell,276298
0,0,1,0,0,0,v South Africa,Johannesburg,18-Jan-15,ODI # 3583,Andre Russell,276298
16,16,25,64,2,0,v South Africa,East London,21-Jan-15,ODI # 3587,Andre Russell,276298
64*,64,40,160,5,5,v South Africa,Port Elizabeth,25-Jan-15,ODI # 3591,Andre Russell,276298
24,24,12,200,4,1,v South Africa,Centurion,28-Jan-15,ODI # 3593,Andre Russell,276298
27*,27,13,207.69,3,1,v Ireland,Nelson,16-Feb-15,ODI # 3603,Andre Russell,276298
42*,42,13,323.07,3,4,v Pakistan,Christchurch,21-Feb-15,ODI # 3608,Andre Russell,276298
0,0,3,0,0,0,v South Africa,Sydney,27-Feb-15,ODI # 3616,Andre Russell,276298
8,8,8,100,0,1,v India,Perth,06-Mar-15,ODI # 3625,Andre Russell,276298
7,7,8,87.5,0,1,v U.A.E.,Napier,15-Mar-15,ODI # 3638,Andre Russell,276298
20,20,11,181.81,1,2,v New Zealand,Wellington,21-Mar-15,ODI # 3643,Andre Russell,276298
41,41,24,170.83,3,3,v Sri Lanka,Colombo (RPS),01-Nov-15,ODI # 3701,Andre Russell,276298
13,13,12,108.33,1,1,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Andre Russell,276298
0,0,3,0,0,0,v Bangladesh,Roseau,26-Jul-09,ODI # 2862,Kemar Roach,230553
10,10,11,90.9,1,0,v Bangladesh,Basseterre,31-Jul-09,ODI # 2865,Kemar Roach,230553
3,3,8,37.5,0,0,v Australia,Johannesburg,26-Sep-09,ODI # 2897,Kemar Roach,230553
4,4,10,40,0,0,v India,Johannesburg,30-Sep-09,ODI # 2904,Kemar Roach,230553
0*,0,0,-,0,0,v Australia,Melbourne,07-Feb-10,ODI # 2950,Kemar Roach,230553
0*,0,0,-,0,0,v Australia,Adelaide,09-Feb-10,ODI # 2952,Kemar Roach,230553
1*,1,1,100,0,0,v Zimbabwe,Providence,04-Mar-10,ODI # 2967,Kemar Roach,230553
2*,2,1,200,0,0,v Zimbabwe,Kingstown,10-Mar-10,ODI # 2972,Kemar Roach,230553
9,9,8,112.5,0,0,v Sri Lanka,Colombo (SSC),03-Feb-11,ODI # 3096,Kemar Roach,230553
2*,2,6,33.33,0,0,v South Africa,Delhi,24-Feb-11,ODI # 3106,Kemar Roach,230553
1,1,2,50,0,0,v Ireland,Mohali,11-Mar-11,ODI # 3126,Kemar Roach,230553
0,0,2,0,0,0,v England,Chennai,17-Mar-11,ODI # 3135,Kemar Roach,230553
16,16,43,37.2,2,0,v Pakistan,Dhaka,23-Mar-11,ODI # 3142,Kemar Roach,230553
24,24,40,60,2,1,v Pakistan,Gros Islet,25-Apr-11,ODI # 3153,Kemar Roach,230553
0,0,6,0,0,0,v Pakistan,Bridgetown,28-Apr-11,ODI # 3154,Kemar Roach,230553
7*,7,10,70,0,0,v India,North Sound,11-Jun-11,ODI # 3161,Kemar Roach,230553
4*,4,6,66.66,0,0,v India,North Sound,13-Jun-11,ODI # 3162,Kemar Roach,230553
0*,0,18,0,0,0,v Bangladesh,Chattogram,18-Oct-11,ODI # 3202,Kemar Roach,230553
12*,12,15,80,1,0,v India,Cuttack,29-Nov-11,ODI # 3217,Kemar Roach,230553
24*,24,36,66.66,3,0,v India,Visakhapatnam,02-Dec-11,ODI # 3219,Kemar Roach,230553
7,7,19,36.84,1,0,v India,Indore,08-Dec-11,ODI # 3223,Kemar Roach,230553
0,0,15,0,0,0,v India,Chennai,11-Dec-11,ODI # 3224,Kemar Roach,230553
1*,1,7,14.28,0,0,v Australia,Kingstown,16-Mar-12,ODI # 3262,Kemar Roach,230553
9*,9,10,90,1,0,v Australia,Kingstown,20-Mar-12,ODI # 3266,Kemar Roach,230553
2*,2,7,28.57,0,0,v Australia,Gros Islet,25-Mar-12,ODI # 3269,Kemar Roach,230553
3*,3,9,33.33,0,0,v Bangladesh,Khulna,30-Nov-12,ODI # 3309,Kemar Roach,230553
3*,3,7,42.85,0,0,v Bangladesh,Dhaka,07-Dec-12,ODI # 3312,Kemar Roach,230553
0,0,2,0,0,0,v Bangladesh,Dhaka,08-Dec-12,ODI # 3313,Kemar Roach,230553
1*,1,2,50,0,0,v Australia,Perth,01-Feb-13,ODI # 3330,Kemar Roach,230553
0*,0,0,-,0,0,v Australia,Perth,03-Feb-13,ODI # 3331,Kemar Roach,230553
1*,1,1,100,0,0,v Australia,Canberra,06-Feb-13,ODI # 3332,Kemar Roach,230553
2*,2,4,50,0,0,v Australia,Melbourne,10-Feb-13,ODI # 3334,Kemar Roach,230553
5*,5,6,83.33,1,0,v Pakistan,The Oval,07-Jun-13,ODI # 3364,Kemar Roach,230553
0*,0,8,0,0,0,v India,The Oval,11-Jun-13,ODI # 3368,Kemar Roach,230553
14*,14,32,43.75,0,0,v India,Kingston,30-Jun-13,ODI # 3380,Kemar Roach,230553
34,34,33,103.03,3,2,v India,Port of Spain,05-Jul-13,ODI # 3383,Kemar Roach,230553
8*,8,11,72.72,1,0,v Sri Lanka,Port of Spain,07-Jul-13,ODI # 3385,Kemar Roach,230553
1,1,9,11.11,0,0,v Pakistan,Providence,14-Jul-13,ODI # 3389,Kemar Roach,230553
0,0,1,0,0,0,v Pakistan,Providence,16-Jul-13,ODI # 3390,Kemar Roach,230553
6*,6,5,120,1,0,v Pakistan,Gros Islet,19-Jul-13,ODI # 3391,Kemar Roach,230553
0*,0,0,-,0,0,v Pakistan,Gros Islet,21-Jul-13,ODI # 3393,Kemar Roach,230553
0*,0,1,0,0,0,v India,Perth,06-Mar-15,ODI # 3625,Kemar Roach,230553
0*,0,0,-,0,0,v Ireland,Harare,10-Mar-18,ODI # 3993,Kemar Roach,230553
0*,0,0,-,0,0,v Scotland,Harare,21-Mar-18,ODI # 4004,Kemar Roach,230553
0,0,1,0,0,0,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Kemar Roach,230553
26*,26,22,118.18,2,1,v India,Guwahati,21-Oct-18,ODI # 4056,Kemar Roach,230553
0*,0,0,-,0,0,v India,Visakhapatnam,24-Oct-18,ODI # 4059,Kemar Roach,230553
15*,15,19,78.94,1,1,v India,Pune,27-Oct-18,ODI # 4062,Kemar Roach,230553
6,6,27,22.22,0,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Kemar Roach,230553
5,5,15,33.33,1,0,v India,Thiruvananthapuram,01-Nov-18,ODI # 4064,Kemar Roach,230553
5*,5,8,62.5,0,0,v Bangladesh,Dhaka,09-Dec-18,ODI # 4071,Kemar Roach,230553
3,3,8,37.5,0,0,v Bangladesh,Sylhet,14-Dec-18,ODI # 4073,Kemar Roach,230553
1,1,2,50,0,0,v Bangladesh,Dublin,07-May-19,ODI # 4129,Kemar Roach,230553
3*,3,4,75,0,0,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Kemar Roach,230553
0,0,4,0,0,0,v England,Bridgetown,20-Feb-19,ODI # 4096,Nicholas Pooran ,604302
5*,5,6,83.33,0,0,v Sri Lanka,Harare,16-Nov-16,ODI # 3805,Ashley Nurse,315594
0,0,0,-,0,0,v Zimbabwe,Bulawayo,19-Nov-16,ODI # 3806,Ashley Nurse,315594
2,2,3,66.66,0,0,v Sri Lanka,Bulawayo,23-Nov-16,ODI # 3808,Ashley Nurse,315594
21,21,15,140,0,2,v England,North Sound,03-Mar-17,ODI # 3845,Ashley Nurse,315594
13,13,10,130,2,0,v England,North Sound,05-Mar-17,ODI # 3848,Ashley Nurse,315594
6,6,9,66.66,1,0,v England,Bridgetown,09-Mar-17,ODI # 3849,Ashley Nurse,315594
34*,34,15,226.66,5,1,v Pakistan,Providence,07-Apr-17,ODI # 3861,Ashley Nurse,315594
44,44,43,102.32,6,1,v Pakistan,Providence,09-Apr-17,ODI # 3862,Ashley Nurse,315594
10*,10,13,76.92,0,0,v Pakistan,Providence,11-Apr-17,ODI # 3863,Ashley Nurse,315594
12,12,15,80,1,0,v Afghanistan,Gros Islet,09-Jun-17,ODI # 3884,Ashley Nurse,315594
19*,19,25,76,1,0,v India,Port of Spain,25-Jun-17,ODI # 3896,Ashley Nurse,315594
6,6,6,100,1,0,v India,North Sound,30-Jun-17,ODI # 3898,Ashley Nurse,315594
4,4,12,33.33,0,0,v India,North Sound,02-Jul-17,ODI # 3900,Ashley Nurse,315594
0,0,4,0,0,0,v India,Kingston,06-Jul-17,ODI # 3902,Ashley Nurse,315594
1,1,8,12.5,0,0,v England,Manchester,19-Sep-17,ODI # 3911,Ashley Nurse,315594
1,1,5,20,0,0,v England,Bristol,24-Sep-17,ODI # 3915,Ashley Nurse,315594
31*,31,12,258.33,3,2,v England,Southampton,29-Sep-17,ODI # 3918,Ashley Nurse,315594
2,2,8,25,0,0,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Ashley Nurse,315594
27,27,33,81.81,3,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Ashley Nurse,315594
1,1,7,14.28,0,0,v New Zealand,Christchurch,26-Dec-17,ODI # 3945,Ashley Nurse,315594
0*,0,0,-,0,0,v U.A.E.,Harare,06-Mar-18,ODI # 3987,Ashley Nurse,315594
10*,10,14,71.42,1,0,v Ireland,Harare,10-Mar-18,ODI # 3993,Ashley Nurse,315594
10*,10,15,66.66,0,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Ashley Nurse,315594
8*,8,8,100,1,0,v Zimbabwe,Harare,19-Mar-18,ODI # 4002,Ashley Nurse,315594
5,5,8,62.5,0,0,v Scotland,Harare,21-Mar-18,ODI # 4004,Ashley Nurse,315594
26*,26,29,89.65,3,0,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Ashley Nurse,315594
7,7,11,63.63,0,0,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Ashley Nurse,315594
3,3,8,37.5,0,0,v Bangladesh,Providence,25-Jul-18,ODI # 4023,Ashley Nurse,315594
5*,5,7,71.42,0,0,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Ashley Nurse,315594
2,2,2,100,0,0,v India,Guwahati,21-Oct-18,ODI # 4056,Ashley Nurse,315594
5,5,7,71.42,0,0,v India,Visakhapatnam,24-Oct-18,ODI # 4059,Ashley Nurse,315594
40,40,22,181.81,4,2,v India,Pune,27-Oct-18,ODI # 4062,Ashley Nurse,315594
8,8,13,61.53,1,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Ashley Nurse,315594
25*,25,8,312.5,1,3,v England,Bridgetown,20-Feb-19,ODI # 4096,Ashley Nurse,315594
13*,13,16,81.25,0,0,v England,Bridgetown,22-Feb-19,ODI # 4097,Ashley Nurse,315594
43,43,41,104.87,5,0,v England,St George's,27-Feb-19,ODI # 4099,Ashley Nurse,315594
19,19,17,111.76,0,1,v Bangladesh,Dublin,07-May-19,ODI # 4129,Ashley Nurse,315594
14,14,12,116.66,1,0,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Ashley Nurse,315594
22,22,30,73.33,4,0,v Pakistan,Abu Dhabi,05-Oct-16,ODI # 3789,Evin Lewis,431901
27,27,50,54,1,0,v Sri Lanka,Harare,16-Nov-16,ODI # 3805,Evin Lewis,431901
18,18,17,105.88,4,0,v Zimbabwe,Bulawayo,19-Nov-16,ODI # 3806,Evin Lewis,431901
148,148,122,121.31,15,4,v Sri Lanka,Bulawayo,23-Nov-16,ODI # 3808,Evin Lewis,431901
9,9,9,100,2,0,v Zimbabwe,Bulawayo,25-Nov-16,ODI # 3809,Evin Lewis,431901
21,21,33,63.63,2,0,v England,North Sound,03-Mar-17,ODI # 3845,Evin Lewis,431901
8,8,9,88.88,2,0,v England,North Sound,05-Mar-17,ODI # 3848,Evin Lewis,431901
0,0,3,0,0,0,v England,Bridgetown,09-Mar-17,ODI # 3849,Evin Lewis,431901
47,47,63,74.6,3,2,v Pakistan,Providence,07-Apr-17,ODI # 3861,Evin Lewis,431901
13,13,14,92.85,2,0,v Pakistan,Providence,09-Apr-17,ODI # 3862,Evin Lewis,431901
16,16,22,72.72,1,0,v Pakistan,Providence,11-Apr-17,ODI # 3863,Evin Lewis,431901
21,21,47,44.68,0,0,v Afghanistan,Gros Islet,09-Jun-17,ODI # 3884,Evin Lewis,431901
33,33,36,91.66,5,0,v Afghanistan,Gros Islet,11-Jun-17,ODI # 3887,Evin Lewis,431901
21,21,37,56.75,2,0,v India,Port of Spain,25-Jun-17,ODI # 3896,Evin Lewis,431901
2,2,5,40,0,0,v India,North Sound,30-Jun-17,ODI # 3898,Evin Lewis,431901
35,35,60,58.33,2,2,v India,North Sound,02-Jul-17,ODI # 3900,Evin Lewis,431901
9,9,20,45,0,0,v India,Kingston,06-Jul-17,ODI # 3902,Evin Lewis,431901
11,11,14,78.57,1,0,v England,Manchester,19-Sep-17,ODI # 3911,Evin Lewis,431901
13,13,8,162.5,0,2,v England,Bristol,24-Sep-17,ODI # 3915,Evin Lewis,431901
176*,176,130,135.38,17,7,v England,The Oval,27-Sep-17,ODI # 3916,Evin Lewis,431901
76,76,100,76,7,1,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Evin Lewis,431901
10,10,17,58.82,2,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Evin Lewis,431901
31,31,49,63.26,3,0,v U.A.E.,Harare,06-Mar-18,ODI # 3987,Evin Lewis,431901
8,8,6,133.33,0,1,v P.N.G.,Harare,08-Mar-18,ODI # 3991,Evin Lewis,431901
9,9,11,81.81,2,0,v Ireland,Harare,10-Mar-18,ODI # 3993,Evin Lewis,431901
27,27,37,72.97,4,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Evin Lewis,431901
64,64,75,85.33,7,1,v Zimbabwe,Harare,19-Mar-18,ODI # 4002,Evin Lewis,431901
66,66,87,75.86,7,2,v Scotland,Harare,21-Mar-18,ODI # 4004,Evin Lewis,431901
27,27,36,75,6,0,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Evin Lewis,431901
17,17,29,58.62,2,1,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Evin Lewis,431901
12,12,18,66.66,1,1,v Bangladesh,Providence,25-Jul-18,ODI # 4023,Evin Lewis,431901
13,13,33,39.39,1,0,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Evin Lewis,431901
47,47,81,58.02,4,1,v Sri Lanka,Harare,16-Nov-16,ODI # 3805,Shai Hope,581379
101,101,120,84.16,4,4,v Zimbabwe,Bulawayo,19-Nov-16,ODI # 3806,Shai Hope,581379
25,25,32,78.12,2,0,v Sri Lanka,Bulawayo,23-Nov-16,ODI # 3808,Shai Hope,581379
14,14,22,63.63,2,0,v Zimbabwe,Bulawayo,25-Nov-16,ODI # 3809,Shai Hope,581379
31,31,38,81.57,2,0,v England,North Sound,03-Mar-17,ODI # 3845,Shai Hope,581379
16,16,27,59.25,1,0,v England,North Sound,05-Mar-17,ODI # 3848,Shai Hope,581379
16,16,42,38.09,1,0,v England,Bridgetown,09-Mar-17,ODI # 3849,Shai Hope,581379
24,24,34,70.58,1,1,v Pakistan,Providence,07-Apr-17,ODI # 3861,Shai Hope,581379
15,15,12,125,3,0,v Pakistan,Providence,09-Apr-17,ODI # 3862,Shai Hope,581379
71,71,112,63.39,1,2,v Pakistan,Providence,11-Apr-17,ODI # 3863,Shai Hope,581379
35,35,63,55.55,1,1,v Afghanistan,Gros Islet,09-Jun-17,ODI # 3884,Shai Hope,581379
48*,48,77,62.33,3,0,v Afghanistan,Gros Islet,11-Jun-17,ODI # 3887,Shai Hope,581379
81,81,88,92.04,5,3,v India,Port of Spain,25-Jun-17,ODI # 3896,Shai Hope,581379
24,24,50,48,2,0,v India,North Sound,30-Jun-17,ODI # 3898,Shai Hope,581379
25,25,39,64.1,1,0,v India,North Sound,02-Jul-17,ODI # 3900,Shai Hope,581379
51,51,98,52.04,5,0,v India,Kingston,06-Jul-17,ODI # 3902,Shai Hope,581379
35,35,57,61.4,4,0,v England,Manchester,19-Sep-17,ODI # 3911,Shai Hope,581379
20,20,25,80,4,0,v England,Bristol,24-Sep-17,ODI # 3915,Shai Hope,581379
11,11,11,100,2,0,v England,The Oval,27-Sep-17,ODI # 3916,Shai Hope,581379
72,72,95,75.78,4,1,v England,Southampton,29-Sep-17,ODI # 3918,Shai Hope,581379
0,0,1,0,0,0,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Shai Hope,581379
23,23,19,121.05,3,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Shai Hope,581379
2,2,4,50,0,0,v New Zealand,Christchurch,26-Dec-17,ODI # 3945,Shai Hope,581379
35*,35,27,129.62,1,3,v U.A.E.,Harare,06-Mar-18,ODI # 3987,Shai Hope,581379
49*,49,115,42.6,3,0,v P.N.G.,Harare,08-Mar-18,ODI # 3991,Shai Hope,581379
7,7,14,50,1,0,v Ireland,Harare,10-Mar-18,ODI # 3993,Shai Hope,581379
43,43,94,45.74,0,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Shai Hope,581379
76,76,97,78.35,5,1,v Zimbabwe,Harare,19-Mar-18,ODI # 4002,Shai Hope,581379
0,0,6,0,0,0,v Scotland,Harare,21-Mar-18,ODI # 4004,Shai Hope,581379
23,23,33,69.69,0,1,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Shai Hope,581379
6,6,11,54.54,0,0,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Shai Hope,581379
25,25,43,58.13,3,0,v Bangladesh,Providence,25-Jul-18,ODI # 4023,Shai Hope,581379
64,64,94,68.08,5,0,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Shai Hope,581379
32,32,51,62.74,2,0,v India,Guwahati,21-Oct-18,ODI # 4056,Shai Hope,581379
123*,123,134,91.79,10,3,v India,Visakhapatnam,24-Oct-18,ODI # 4059,Shai Hope,581379
95,95,113,84.07,6,3,v India,Pune,27-Oct-18,ODI # 4062,Shai Hope,581379
0,0,2,0,0,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Shai Hope,581379
0,0,5,0,0,0,v India,Thiruvananthapuram,01-Nov-18,ODI # 4064,Shai Hope,581379
43,43,59,72.88,3,0,v Bangladesh,Dhaka,09-Dec-18,ODI # 4071,Shai Hope,581379
146*,146,144,101.38,12,3,v Bangladesh,Dhaka,11-Dec-18,ODI # 4072,Shai Hope,581379
108*,108,131,82.44,9,1,v Bangladesh,Sylhet,14-Dec-18,ODI # 4073,Shai Hope,581379
64,64,65,98.46,7,1,v England,Bridgetown,20-Feb-19,ODI # 4096,Shai Hope,581379
33,33,45,73.33,1,2,v England,Bridgetown,22-Feb-19,ODI # 4097,Shai Hope,581379
5,5,7,71.42,1,0,v England,St George's,27-Feb-19,ODI # 4099,Shai Hope,581379
13,13,18,72.22,0,1,v England,Gros Islet,02-Mar-19,ODI # 4103,Shai Hope,581379
170,170,152,111.84,22,2,v Ireland,Dublin,05-May-19,ODI # 4128,Shai Hope,581379
109,109,132,82.57,11,1,v Bangladesh,Dublin,07-May-19,ODI # 4129,Shai Hope,581379
30,30,32,93.75,4,0,v Ireland,Dublin (Malahide),11-May-19,ODI # 4132,Shai Hope,581379
87,87,108,80.55,6,1,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Shai Hope,581379
74,74,64,115.62,6,3,v Bangladesh,Dublin (Malahide),17-May-19,ODI # 4137,Shai Hope,581379
29,29,42,69.04,4,0,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Shimron Hetmyer,670025
2,2,4,50,0,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Shimron Hetmyer,670025
